id,name,full_address,address,city,state,zip,images,units,stories,year_built,building_type,neighborhood,amenities,date,unit,price,beds,baths,sq_feet,common_charges,monthly_taxes,maintenance,agent_company,agent_phone,unit_images,unit_description
18,Greenwich Club,"88 Greenwich Street, New York, NY, 10006",88 Greenwich Street,New York,NY,10006,18/114369090.jpg,452,37,1929,Condo,Financial District,Bike Room|Cold Storage|Gym|Laundry in Building|Live-in Super|Package Room|Parking Available|Community Recreation Facilities|Storage Available|Roof Deck|NYC Storm Zone 1,9/18/2017,1510,985000,1,1,825,1092,826,NULL,Berkshire Hathaway HomeServices New York Properties,(646) 677-1026,18/1510/264844828.jpg|18/1510/264844811.jpg|18/1510/264844788.jpg|18/1510/264844791.jpg|18/1510/264844853.jpg|18/1510/264844841.jpg|18/1510/264844832.jpg|18/1510/264844821.jpg|18/1510/264844806.jpg,"Luxury comes to life at the sleekly-appointed Greenwich Club Residences. Ideal for investors, a new home or pied-a-terre. The generously-sized layout has great flow and affords a versatile use of space. Comfortably relax or entertain in the large living area or savor the dreamy Chef's gourmet kitchen adorned with teak custom cabinetry, Siberian marble counters and stainless appliances from Viking and SubZero. This immaculate home's spacious layout boasts 10.6"" soaring loft beamed ceilings, separate dining area, oversized Western exposure windows and high-end finishes. Your every comfort anticipated with individual climate control, surround sound, hardwood floors and beamed ceilings throughout. California closets maximize the ample closets including the bedroom's Walk-In. An elegant bathroom features a deep soaking Kohler tub with tropical rain showerhead and rift-cut white oak cabinetry. Choose from 3 separate lounges or experience spellbinding 360-degree views of the Hudson and Downtown from the building's Harbour Lounge and landscaped terrace. 5-star amenities package includes 24 HR doorman, business center, gym, yoga studio, billiards room, library, cold storage, full-service valet/concierge with dry cleaning and maid services. Pet friendly. Building assessment of $202.55/mth. for a period of 24 months commencing August 2017. Steps from two indoor mega malls and Dior, Hermes, John Varvatos, Bottega Veneta, Gucci, DVF, Ferragamo and Burberry. Foodies welcome the arrival of culinary greats like Jean Georges, Momofuko, The Beekman's Augustine, Fowler &amp; Wells, The Four Seasons Downtown CUT by Wolfgang Puck and Mario Batali's Eataly alongside neighborhood classics like Locanda Verde, Tribeca Grill, Nobu, Pier A, Capital Grill and Bobby Van's. Located just South of Tribeca, East of Battery Park City and West of the new South Street Seaport with iPic Theater, it is by multiple trains incl.: 1, 2, 3, 4, 5, R, E, J, A, C, M, Fulton Transit Center &amp; NJ Path. Contact us today to see this truly one-of-a-kind, extra spacious and exclusive home.
  
  <br>"
22,Trump Parc,"106 Central Park South, New York, NY, 10019",106 Central Park South,New York,NY,10019,22/4792602.jpg|22/4792727.jpg,414,37,1930,Condo,Central Park South,Bike Room|Concierge|Laundry in Building|Live-in Super|Parking Available,9/18/2017,30E,5400000,2,2,1589,2690,3650,NULL,Compass,(516) 993-0635,22/30E/273454139.jpg|22/30E/273454129.jpg|22/30E/273454125.jpg|22/30E/273454121.jpg|22/30E/273454117.jpg|22/30E/273454110.jpg|22/30E/273454103.jpg|22/30E/273454104.jpg,"Breathtaking views from this one of a kind exceptionally priced luxury Penthouse. Welcome to Apt. 30E, a meticulous property that has been recently gut renovated to lofty perfection with no detail spared. If you are looking for the epitome of central park living, this is it. The property is truly unique, it features unobstructed Central Park views and unobstructed South facing views all the way to the Freedom Tower from the comfort of the living room. Situated directly across the entrance to Central Park, this is as good as it gets. This turn-key residence, is the perfect home for a family or as a pied-a-terre and can be delivered furnished or unfurnished depending on your needs. The apartment features very high ceilings throughout and is flooded with sunlight due to its North East and South exposures. Furthermore the apartment can easily be converted into a three bedroom should you require more bedrooms. Once inside you find yourself in a gorgeous rotunda. The foyer leads you into the grand living room. Eight large windows capture every inch of the four-season display that is Central Park, and Manhattan. The apartment features two Juliette Terraces with enough space for two people to comfortably step outside and savor the sights. <br><br> This split two bedroom features a Master Bedroom Suite with custom closets, recessed lighting, filtered central air and a built in safe. The lavish en-suite bathroom features marble and ceramic finishes, His and Hers sinks, and a very large deep-set bathtub and walk-in shower. Enjoy sweeping views of Avenue of the Americas, Radio City Music Hall and the Freedom Tower as you indulge in a hot bubble bath in this luxurious bathroom. The second bedroom features direct central park views, custom closet and features the same exceptional design elements as the master suite. <br><br>The state of the art windowed kitchen with marble countertops is designed with open access to the dining area through a Venetian arch and features professional grade appliances. Fisher &amp; Paykel dishwasher, Liebherr fridge, Bosch Microwave, Dacor Renaissance range. There is a large food pantry, built in wine rack, deep set sink with extendable water faucet and integrated food grinder and breakfast bar seating. <br><br>106 Central Park South is a stunning pre-war condominium featuring a full-time doorman, concierge, on-site managing agent, security and storage. Other amenities include a garage with valet service as well as maid service. Located on Central Park and within close proximity to fine dining, Fifth Avenue, Columbus Circle as well as many other cultural attractions. <br><br>No board interview, pied-a-terre allowed, foreign and corporate owners allowed.
  
  <br>"
2,ORION Condominium,"350 West 42nd Street, New York, NY, 10036",350 West 42nd Street,New York,NY,10036,2/114368229.jpg,551,60,2007,Condo,Hell's Kitchen,Bike Room|Children's Playroom|Cold Storage|Concierge|Gym|Laundry in Building|Media Room|Package Room|Parking Available|Swimming Pool|Community Recreation Facilities|Smoke-free|Deck,8/22/2017,4E,1750000,2,2,1146,1146,1548,NULL,R & E Real Estate Management Co Inc,(212) 564-4456,2/4E/257889549.jpg|2/4E/257888591.jpg,"1.75 million. Lowest price per square feet in the building. ($1527/sf)<br><br>Welcome to ORION Condominium !<br><br>The Orion is a towering, 60-story,super luxury residential building ,Located at 350 West 42nd Street.<br>The Orion is a Full-Service Luxury Condominium includes a full-time doorman, on-site garage, an amazing three-story amenity suite including fitness center, lap pool, whirlpool, screen room, business center, multiple sundecks and more.<br>This unique 1146 SF 2 bedroom 2 bathroom unit features separated dining area, floor-to-ceiling windows, hardwood floors throughout, a modern kitchen with granite counter tops, marble bathroom, tons of closet space with a huge walk in closet, corner unit with southern &amp; northern exposure. Located less than 2 blocks away from Times Square on the 42nd St and yet interior of the apartment is very quite.
  
  <br>"
2,ORION Condominium,"350 West 42nd Street, New York, NY, 10036",350 West 42nd Street,New York,NY,10036,2/114368229.jpg,551,60,2007,Condo,Hell's Kitchen,Bike Room|Children's Playroom|Cold Storage|Concierge|Gym|Laundry in Building|Media Room|Package Room|Parking Available|Swimming Pool|Community Recreation Facilities|Smoke-free|Deck,9/6/2017,5I,780000,0,1,520,520,725,NULL,Bona Tierra,(212) 421-6408,2/5I/258312277.jpg|2/5I/127950330.jpg|2/5I/127950326.jpg|2/5I/127950334.jpg|2/5I/127950322.jpg|2/5I/118732084.jpg|2/5I/258312148.jpg|2/5I/258312152.jpg|2/5I/118733735.jpg|2/5I/118733744.jpg,"Alcove Studio in Modern White Glove Full Service Condominium<br><br>APARTMENT FEATURES<br>Oversized 520 SQFT Alcove Studio in Midtown West with spacious living area and sleeping area that provides privacy and entertainment space. This apartment has floor to ceiling windows with a bright south exposure, Brazilian hardwood floors and high ceilings. The Italian designer gourmet kitchen features stainless steel appliances and a bar seating area with Waterworks fixtures in both kitchen and bathrooms. Bathroom has a deep soaking bath tub and limestone walls.<br><br>BUILDING FEATURES<br>Orion is a Luxury Condominium in Midtown West &amp; features 24-Hour Doorman, Concierge, La Palestra Spa &amp; Fitness Center w/ Swimming Pool, Whirlpool, Three Outdoor Terraces, Sky Lounge, Conference &amp; Screening Room &amp; Garage. It is centrally located with close proximity to Time Square, Theater District, 9th Ave Restaurant Row, several Bus &amp; Subway lines
  
  <br>"
7,50 West Street,"50 West Street, New York, NY, 10006",50 West Street,New York,NY,10006,7/247132917.jpg|7/247132926.jpg|7/247146973.jpg|7/247146989.jpg|7/79042114.jpg|7/247146993.jpg|7/247132909.jpg|7/163978597.jpg|7/247132913.jpg|7/247132889.jpg|7/163978584.jpg|7/247146977.jpg|7/79041849.jpg|7/79041892.jpg|7/247132893.jpg|7/247132897.jpg|7/247132901.jpg|7/247132905.jpg|7/79041852.jpg|7/247146961.jpg|7/247146953.jpg|7/247146969.jpg|7/247146957.jpg|7/247146965.jpg|7/247146945.jpg|7/247146985.jpg|7/79041875.jpg|7/79041915.jpg|7/79041930.jpg|7/79041942.jpg|7/247146949.jpg|7/247146941.jpg|7/79041902.jpg|7/247146937.jpg,191,64,2016,Condo,Financial District,Bike Room|Children's Playroom|Concierge|Gym|Laundry in Building|Live-in Super|Media Room|Package Room|Swimming Pool|Storage Available|Roof Deck|NYC Storm Zone 1,8/29/2017,40C,6400000,4,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,ORION Condominium,"350 West 42nd Street, New York, NY, 10036",350 West 42nd Street,New York,NY,10036,2/114368229.jpg,551,60,2007,Condo,Hell's Kitchen,Bike Room|Children's Playroom|Cold Storage|Concierge|Gym|Laundry in Building|Media Room|Package Room|Parking Available|Swimming Pool|Community Recreation Facilities|Smoke-free|Deck,8/23/2017,50E,1567500,1,1,778,777,994,NULL,Douglas Elliman,(212) 303-5312,2/50E/240300918.jpg|2/50E/240300922.jpg|2/50E/240300914.jpg|2/50E/240300910.jpg|2/50E/240300904.jpg|2/50E/240300926.jpg|2/50E/240300772.jpg|2/50E/271389974.jpg,"OFFER ACCEPTED, CONTRACT IS OUTONE BEDROOM, ONE BATH, TRIPLE MINT CONDITION.Corner apartment with breathtaking view. South East exposure, very bright apartment, all day long. Floor-to-ceiling windows that showcase some of Manhattan's most prized sights, the Statue of Liberty, Freedom Tower, Empire State Building, Chrysler Building, and the Hudson River. Steps from Broadway and all the excitement of Times Square at your finger tips. Designer kitchen w/ stainless steel appliances, marble baths, hardwood floors. Washer/dryer already in place. Convenient access to the entire city via 12 Subway lines. Building Features: 24 hr full service doorman, roof deck, terrace, common meeting room, central laundry room, valet, laundry service, cable TV &amp; high speed internet, pool, high end health club gym.
  
  <br>"
7,50 West Street,"50 West Street, New York, NY, 10006",50 West Street,New York,NY,10006,7/247132917.jpg|7/247132926.jpg|7/247146973.jpg|7/247146989.jpg|7/79042114.jpg|7/247146993.jpg|7/247132909.jpg|7/163978597.jpg|7/247132913.jpg|7/247132889.jpg|7/163978584.jpg|7/247146977.jpg|7/79041849.jpg|7/79041892.jpg|7/247132893.jpg|7/247132897.jpg|7/247132901.jpg|7/247132905.jpg|7/79041852.jpg|7/247146961.jpg|7/247146953.jpg|7/247146969.jpg|7/247146957.jpg|7/247146965.jpg|7/247146945.jpg|7/247146985.jpg|7/79041875.jpg|7/79041915.jpg|7/79041930.jpg|7/79041942.jpg|7/247146949.jpg|7/247146941.jpg|7/79041902.jpg|7/247146937.jpg,191,64,2016,Condo,Financial District,Bike Room|Children's Playroom|Concierge|Gym|Laundry in Building|Live-in Super|Media Room|Package Room|Swimming Pool|Storage Available|Roof Deck|NYC Storm Zone 1,8/21/2017,55C,7855000,4,4,2669,3561,3972,NULL,50 West Sales Gallery,(212) 766-5050,7/55C/204522024.jpg|7/55C/204522137.jpg|7/55C/204522261.jpg|7/55C/204522267.jpg|7/55C/204522229.jpg|7/55C/246547550.jpg|7/55C/246547544.jpg|7/55C/246547538.jpg|7/55C/246547532.jpg|7/55C/246547526.jpg|7/55C/204522256.jpg|7/55C/204522250.jpg|7/55C/204522244.jpg|7/55C/204522239.jpg|7/55C/204522234.jpg,"Immediate Occupancy.<br><br>This expansive 2,669 square foot/248 square meter four bedroom/four bath home with Southwestern exposure facing water views offers an open kitchen with custom stained walnut cabinetry, granite countertops with waterfall island, Hansgrohe fixtures, and Miele and SubZero appliances, including 5 burner gas cooktop, exterior vented exhaust hood, oven, speed oven, 42 side-by-side refrigerator/freezer, wine refrigerator, and dishwasher. The en-suite five fixture master bath features floating, backlit marble vanity, radiant floor heating, Hansgrohe polished chrome fixtures, and electronic Toto toilet with built-in bidet. The second, third, and fourth baths include marble wet walls and floors as well as custom vanities.<br><br>50 West, a 64-story residential tower located in the center of the New Downtown, features unparalleled views of the New York Harbor, the Hudson and East Rivers, the Statue of Liberty, and Ellis Island. Internationally-acclaimed architect Helmut Jahn has designed the approximately 780' skyscraper to feature floor-to-ceiling curved glass windows. The expansive interior layouts, ranging from one to five bedrooms and featuring an array of duplex and double height spaces, were designed and finished by Thomas Juul-Hansen.<br><br>Four floors of the tower are devoted to state-of-the-art amenities: an immense Fitness Center, the beautifully-appointed Water Club, unique childrens amenities, and The Observatory at 50 West Street, a spectacular 64th floor outdoor entertaining space with seemingly infinite views of New York and beyond.<br><br>Occupancy subject to issuance of Temporary Certificate of Occupancy.
  
  <br>"
7,50 West Street,"50 West Street, New York, NY, 10006",50 West Street,New York,NY,10006,7/247132917.jpg|7/247132926.jpg|7/247146973.jpg|7/247146989.jpg|7/79042114.jpg|7/247146993.jpg|7/247132909.jpg|7/163978597.jpg|7/247132913.jpg|7/247132889.jpg|7/163978584.jpg|7/247146977.jpg|7/79041849.jpg|7/79041892.jpg|7/247132893.jpg|7/247132897.jpg|7/247132901.jpg|7/247132905.jpg|7/79041852.jpg|7/247146961.jpg|7/247146953.jpg|7/247146969.jpg|7/247146957.jpg|7/247146965.jpg|7/247146945.jpg|7/247146985.jpg|7/79041875.jpg|7/79041915.jpg|7/79041930.jpg|7/79041942.jpg|7/247146949.jpg|7/247146941.jpg|7/79041902.jpg|7/247146937.jpg,191,64,2016,Condo,Financial District,Bike Room|Children's Playroom|Concierge|Gym|Laundry in Building|Live-in Super|Media Room|Package Room|Swimming Pool|Storage Available|Roof Deck|NYC Storm Zone 1,8/21/2017,22B,5580000,3,3.5,2309,2675,2983,NULL,50 West Sales Gallery,(212) 766-5050,7/22B/275664773.jpg|7/22B/275664795.jpg|7/22B/275664789.jpg|7/22B/275664783.jpg|7/22B/275664774.jpg|7/22B/246547473.jpg|7/22B/246547468.jpg|7/22B/219375085.jpg|7/22B/219374964.jpg|7/22B/246547462.jpg|7/22B/219374981.jpg|7/22B/259311165.jpg|7/22B/219374974.jpg|7/22B/219375080.jpg|7/22B/246547482.jpg|7/22B/259311150.jpg|7/22B/246547490.jpg,"Immediate Occupancy.<br><br>This expansive 2,309 square foot/214.5 square meter three bedroom/three and a half bath home with Southeastern exposure offers a double height great room as well as an open kitchen with custom stained walnut cabinetry, granite countertops with waterfall island, Hansgrohe fixtures, and Miele and SubZero appliances, including 5 burner gas cooktop, exterior vented exhaust hood, oven, speed oven, 42 side-by-side refrigerator/freezer, wine refrigerator, and dishwasher. The en-suite five fixture master bath features floating, backlit marble vanity, radiant floor heating, Hansgrohe polished chrome fixtures, and electronic Toto toilet with built-in bidet. The second and third baths and powder room include marble wet walls and floors as well as custom vanities.<br><br>50 West, a 64-story residential tower located in the center of the New Downtown, features unparalleled views of the New York Harbor, the Hudson and East Rivers, the Statue of Liberty, and Ellis Island. Internationally-acclaimed architect Helmut Jahn has designed the approximately 780' skyscraper to feature floor-to-ceiling curved glass windows. The expansive interior layouts, ranging from one to five bedrooms and featuring an array of duplex and double height spaces, were designed and finished by Thomas Juul-Hansen.<br><br>Four floors of the tower are devoted to state-of-the-art amenities: an immense Fitness Center, the beautifully-appointed Water Club, unique childrens amenities, and The Observatory at 50 West Street, a spectacular 64th floor outdoor entertaining space with seemingly infinite views of New York and beyond.<br><br>Occupancy subject to issuance of Temporary Certificate of Occupancy.
  
  <br>"
7,50 West Street,"50 West Street, New York, NY, 10006",50 West Street,New York,NY,10006,7/247132917.jpg|7/247132926.jpg|7/247146973.jpg|7/247146989.jpg|7/79042114.jpg|7/247146993.jpg|7/247132909.jpg|7/163978597.jpg|7/247132913.jpg|7/247132889.jpg|7/163978584.jpg|7/247146977.jpg|7/79041849.jpg|7/79041892.jpg|7/247132893.jpg|7/247132897.jpg|7/247132901.jpg|7/247132905.jpg|7/79041852.jpg|7/247146961.jpg|7/247146953.jpg|7/247146969.jpg|7/247146957.jpg|7/247146965.jpg|7/247146945.jpg|7/247146985.jpg|7/79041875.jpg|7/79041915.jpg|7/79041930.jpg|7/79041942.jpg|7/247146949.jpg|7/247146941.jpg|7/79041902.jpg|7/247146937.jpg,191,64,2016,Condo,Financial District,Bike Room|Children's Playroom|Concierge|Gym|Laundry in Building|Live-in Super|Media Room|Package Room|Swimming Pool|Storage Available|Roof Deck|NYC Storm Zone 1,8/21/2017,42C,7105000,4,4,2669,3375,3764,NULL,50 West Sales Gallery,(212) 766-5050,7/42C/229828898.jpg|7/42C/229828904.jpg|7/42C/229828895.jpg|7/42C/229828901.jpg|7/42C/246547411.jpg|7/42C/229828892.jpg|7/42C/229828889.jpg|7/42C/229828886.jpg|7/42C/229828883.jpg|7/42C/229828877.jpg|7/42C/229828880.jpg|7/42C/246547408.jpg|7/42C/246547405.jpg|7/42C/246547402.jpg|7/42C/259311155.jpg|7/42C/246547399.jpg,"Immediate Occupancy.<br><br>This expansive 2,669 square foot/248 square meter four bedroom/four bath home with Southwestern exposure facing water views offers an open kitchen with custom stained walnut cabinetry, granite countertops with waterfall island, Hansgrohe fixtures, and Miele and SubZero appliances, including 5 burner gas cooktop, exterior vented exhaust hood, oven, speed oven, 42 side-by-side refrigerator/freezer, wine refrigerator, and dishwasher. The en-suite five fixture master bath features floating, backlit marble vanity, radiant floor heating, Hansgrohe polished chrome fixtures, and electronic Toto toilet with built-in bidet. The second, third, and fourth baths include marble wet walls and floors as well as custom vanities.<br><br>50 West, a 64-story residential tower located in the center of the New Downtown, features unparalleled views of the New York Harbor, the Hudson and East Rivers, the Statue of Liberty, and Ellis Island. Internationally-acclaimed architect Helmut Jahn has designed the approximately 780' skyscraper to feature floor-to-ceiling curved glass windows. The expansive interior layouts, ranging from one to five bedrooms and featuring an array of duplex and double height spaces, were designed and finished by Thomas Juul-Hansen.<br><br>Four floors of the tower are devoted to state-of-the-art amenities: an immense Fitness Center, the beautifully-appointed Water Club, unique childrens amenities, and The Observatory at 50 West Street, a spectacular 64th floor outdoor entertaining space with seemingly infinite views of New York and beyond.<br><br>Occupancy subject to issuance of Temporary Certificate of Occupancy.
  
  <br>"
8,20 Pine - The Collection,"20 Pine Street, New York, NY, 10005",20 Pine Street,New York,NY,10005,8/6395679.jpg|8/6394801.jpg|8/6394817.jpg|8/6394823.jpg|8/6394847.jpg|8/6394118.jpg|8/6394121.jpg|8/6394127.jpg|8/6394130.jpg|8/4273204.jpg|8/4273208.jpg|8/4273215.jpg|8/4273224.jpg|8/4273245.jpg,408,38,1928,Condo,Financial District,Bike Room|Children's Playroom|Concierge|Gym|Live-in Super|Media Room|Package Room|Parking Available|Swimming Pool|Community Recreation Facilities|Storage Available|Virtual Doorman|Waterfront|Deck|Roof Deck|NYC Storm Zone 5,8/31/2017,1111,1260000,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,20 Pine - The Collection,"20 Pine Street, New York, NY, 10005",20 Pine Street,New York,NY,10005,8/6395679.jpg|8/6394801.jpg|8/6394817.jpg|8/6394823.jpg|8/6394847.jpg|8/6394118.jpg|8/6394121.jpg|8/6394127.jpg|8/6394130.jpg|8/4273204.jpg|8/4273208.jpg|8/4273215.jpg|8/4273224.jpg|8/4273245.jpg,408,38,1928,Condo,Financial District,Bike Room|Children's Playroom|Concierge|Gym|Live-in Super|Media Room|Package Room|Parking Available|Swimming Pool|Community Recreation Facilities|Storage Available|Virtual Doorman|Waterfront|Deck|Roof Deck|NYC Storm Zone 5,8/28/2017,2402,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,50 West Street,"50 West Street, New York, NY, 10006",50 West Street,New York,NY,10006,7/247132917.jpg|7/247132926.jpg|7/247146973.jpg|7/247146989.jpg|7/79042114.jpg|7/247146993.jpg|7/247132909.jpg|7/163978597.jpg|7/247132913.jpg|7/247132889.jpg|7/163978584.jpg|7/247146977.jpg|7/79041849.jpg|7/79041892.jpg|7/247132893.jpg|7/247132897.jpg|7/247132901.jpg|7/247132905.jpg|7/79041852.jpg|7/247146961.jpg|7/247146953.jpg|7/247146969.jpg|7/247146957.jpg|7/247146965.jpg|7/247146945.jpg|7/247146985.jpg|7/79041875.jpg|7/79041915.jpg|7/79041930.jpg|7/79041942.jpg|7/247146949.jpg|7/247146941.jpg|7/79041902.jpg|7/247146937.jpg,191,64,2016,Condo,Financial District,Bike Room|Children's Playroom|Concierge|Gym|Laundry in Building|Live-in Super|Media Room|Package Room|Swimming Pool|Storage Available|Roof Deck|NYC Storm Zone 1,8/21/2017,20D,4990000,3,3,2403,2773,3092,NULL,50 West Sales Gallery,(212) 766-5050,,"50 West, a 64-story residential tower located in the center of the New Downtown, features unparalleled views of the New York Harbor, the Hudson and East Rivers, the Statue of Liberty, and Ellis Island. Internationally-acclaimed architect Helmut Jahn has designed the approximately 780' skyscraper to feature floor-to-ceiling curved glass windows. The expansive interior layouts, ranging from one to five bedrooms and featuring an array of duplex and double height spaces, were designed and finished by Thomas Juul-Hansen.<br><br>Four floors of the tower are devoted to state-of-the-art amenities: an immense Fitness Center, the beautifully-appointed Water Club, unique children's amenities, and The Observatory at 50 West Street, a spectacular 64th floor outdoor entertaining space with seemingly infinite views of New York and beyond.
  
  <br>"
8,20 Pine - The Collection,"20 Pine Street, New York, NY, 10005",20 Pine Street,New York,NY,10005,8/6395679.jpg|8/6394801.jpg|8/6394817.jpg|8/6394823.jpg|8/6394847.jpg|8/6394118.jpg|8/6394121.jpg|8/6394127.jpg|8/6394130.jpg|8/4273204.jpg|8/4273208.jpg|8/4273215.jpg|8/4273224.jpg|8/4273245.jpg,408,38,1928,Condo,Financial District,Bike Room|Children's Playroom|Concierge|Gym|Live-in Super|Media Room|Package Room|Parking Available|Swimming Pool|Community Recreation Facilities|Storage Available|Virtual Doorman|Waterfront|Deck|Roof Deck|NYC Storm Zone 5,8/28/2017,1204,1595000,1,2,1277,1373,375,NULL,Britt Morgan Wohler and Juliana Frei,Brown Harris Stevens,8/1204/278889533.jpg|8/1204/278889519.jpg|8/1204/278889478.jpg|8/1204/278889460.jpg|8/1204/278890402.jpg|8/1204/278890340.jpg|8/1204/278890316.jpg|8/1204/278890274.jpg|8/1204/278890216.jpg|8/1204/278890151.jpg|8/1204/278890140.jpg|8/1204/278890132.jpg|8/1204/278890122.jpg,"Luxe Loft w/1 BR + Home Office (Conv 2)<br>Beautiful 1,277 square foot loft home at 20 Pine Street, The Collection, an Armani/Casa designed condominium in the heart of the Financial District. The spacious layout features one bedroom plus an interior home/office that functions as a second bedroom and two full, spa-like bathrooms each designed with handsome stone, bronze, exotic woods, a sybaritic recessed rain shower and unique wood/glass doors. Enter through the gracious foyer and relax in the light-flooded living room with it's open kitchen which boasts top of line appliances by Miele, Fisher &amp; Paykel and Sub Zero. The bright master bedroom features its own en-suite bathroom with deep soaking tub in addition to the seperate shower stall with rain shower head. The living room and master bedroom enjoy great open, southern views, including those of the historic New York Stock Exchange. Additional features include custom built-ins, washer/dryer, excellent closet space outfitted by Elfa, stained Ebony floors,high ceilings of approximately 10 ft and low carrying costs. 20 Pine Street is a full service condominium that offers world-class amenities including a 24 hour doorman, concierge services, a library lounge, a luxurious 60ft lap pool, fitness center, Turkish Hammam spa treatment rooms, steam room &amp; sauna, a golf simulation room, billiards room, children's play room and beautiful sun terrace on the 25th floor Additionally, storage and bicycle storage is available. 20 Pine Street is centrally located in the vibrant Financial District with close proximity to all major subway lines and exciting new shopping and dining options including a soon to be Whole Foods nearby.
  
  <br>"
8,20 Pine - The Collection,"20 Pine Street, New York, NY, 10005",20 Pine Street,New York,NY,10005,8/6395679.jpg|8/6394801.jpg|8/6394817.jpg|8/6394823.jpg|8/6394847.jpg|8/6394118.jpg|8/6394121.jpg|8/6394127.jpg|8/6394130.jpg|8/4273204.jpg|8/4273208.jpg|8/4273215.jpg|8/4273224.jpg|8/4273245.jpg,408,38,1928,Condo,Financial District,Bike Room|Children's Playroom|Concierge|Gym|Live-in Super|Media Room|Package Room|Parking Available|Swimming Pool|Community Recreation Facilities|Storage Available|Virtual Doorman|Waterfront|Deck|Roof Deck|NYC Storm Zone 5,8/21/2017,2313,915000,0,1,815,876,240,NULL,Scott Hustis,Mark Jovanovic and Jillian Scheidler,8/2313/269580006.jpg|8/2313/269579969.jpg|8/2313/269579928.jpg|8/2313/269579887.jpg|8/2313/269579830.jpg|8/2313/269579776.jpg|8/2313/269579721.jpg|8/2313/269579662.jpg,"Set in one of the most sought after white-glove condominiums in the Financial District, 20 Pine Street, comes this absolutely stunning and spacious loft, that can easily be converted into a TRUE 1 bedroom home. Designed by Armani/Casa the apartment features gorgeous sleek finishes throughout, including ebony stained hardwood floors, oversized windows providing plenty of natural sunlight, and immense closet space. The kitchen was designed to flow seamlessly into the living area and features rich chocolate brown stone counter tops, Sub-Zero &amp; Miele appliances, a W/D, Dishwasher, and extra storage space that are all concealed by dark stained wood cabinetry. The rich, earthy tones throughout the unit evoke a warm and sensual feel to the space that is both welcoming and relaxing. <br><br>The extra large marble bathroom boasts spa quality finishes, including ambient lighting, a Brazilian Wood encased deep soaking tub, a glass enclosed recessed rain shower, and stone throughout. Completing the picture, a wide entry hallway creates the perfect separation from the living space and allows for extra storage while the 10 ceilings create an open and grand feel throughout. <br> <br>The epitome of luxury, 20 Pine features hotel quality amenities and white-glove services that include a 24 hour doorman and concierge, a 25th floor outdoor Sun Terrace with a reflecting pool and cabanas, a limestone clad Collection Club boasting a 60 lap pool, separate private &amp; social steam rooms, a fitness center, spa, billiards room, golf simulator and library lounge. The building also rewards its residents with direct subway access to the 2, 3, 4 and 5 trains. <br><br>This is New York living at its absolute finest!
  
  <br>"
